filename	label	span_ini	span_end	term	code	sem_rel	is_abbrev	is_composite	need_context
es-S1888-75462015000400006-1	SINTOMA	136	174	dolor con práctica de ejercicio físico	427341007	EXACT	False	False	False
es-S0376-78922009000300005-1	SINTOMA	839	854	dolor constante	426206001	EXACT	False	False	False
es-S0004-06142008000500009-1	SINTOMA	267	306	dolor continuo en región iliaca y sacra	703619001	NARROW	False	False	False
es-S1134-80462005000300004-1	SINTOMA	2315	2360	dolor continuo, de intensidad moderada-severa	426206001	EXACT	False	False	False
es-S1699-695X2015000200010-1	SINTOMA	234	247	dolor crónico	82423001	EXACT	False	False	False
es-S1134-80462009000500006-1	SINTOMA	84	111	dolor crónico por lumbalgia	278860009	EXACT	False	False	False
es-S1130-14732005000300004-1	SINTOMA	4312	4373	dolor en hemifacies izquierda irradiado a extremidad superior	425677008	NARROW	False	False	False
es-S1139-76322016000300009-1	SINTOMA	676	696	dolor escrotal agudo	722829006	EXACT	False	False	False
es-S0213-12852003000500002-1	SINTOMA	1162	1204	dolor ha sido resistente a los analgésicos	14040001000004109	EXACT	False	False	False
es-S0376-78922009000400011-1	SINTOMA	128	152	dolor intenso y quemante	103013007	EXACT	False	False	False
es-S1137-66272015000200019-2	SINTOMA	585	634	dolor más intenso a la palpación del borde costal	102591006	EXACT	False	False	False
es-S1889-836X2015000200005-2	SINTOMA	462	486	dolor mecánico en el pie	47933007	NARROW	False	False	False
es-S1698-69462006000100006-1	SINTOMA	664	691	dolor muscular masticatorio	699682009	EXACT	False	False	False
es-S1134-80462009000200004-1	SINTOMA	482	497	dolor occipital	297128006	EXACT	False	False	False
es-S1134-80462009000200004-1	SINTOMA	655	670	dolor occipital	297128006	EXACT	False	False	False
es-S1888-75462015000400006-1	SINTOMA	1336	1356	dolor para la marcha	428264009	EXACT	False	False	False
es-S1134-80462014000500004-1	SINTOMA	3228	3260	dolor severo a nivel de escápula	20793008	EXACT	False	False	False
es-S1134-80462015000500005-1	SINTOMA	85	127	dolor tipo escozor en la zona del omóplato	20793008	EXACT	False	False	False
es-S1887-85712016000100005-1	SINTOMA	466	486	dolor torácico agudo	102587001	EXACT	False	False	False
es-S0376-78922009000300005-1	SINTOMA	369	382	dolor vaginal	38343000	EXACT	False	False	False
es-S1887-85712016000100005-1	SINTOMA	885	994	dolor y formación de hematoma en cara volar de antebrazo derecho en relación a zona de punción de cateterismo	774133001	NARROW	False	False	False
es-S0376-78922007000300006-3	SINTOMA	77	114	dolor y tumefacción en el dedo índice	299060006	EXACT	False	False	False
es-S1887-85712016000100005-1	SINTOMA	1142	1192	Dolor, exacerbado con la extensión pasiva de dedos	299072000	EXACT	False	False	False
es-S0213-12852006000600002-1	SINTOMA	4448	4469	dolores generalizados	82991003	EXACT	False	False	False
es-S0365-66912007000200011-1	SINTOMA	589	622	drusas duras en el polo posterior	420501001	EXACT	False	False	False
es-S0365-66912007000200009-1	SINTOMA	771	807	drusas duras sobre arcadas vasulares	420501001	EXACT	False	False	False
es-S1135-76062005000100002-1	SINTOMA	3813	3870	duramadre estaba fuertemente adherida a la calota craneal	193071004	NARROW	False	False	False
es-S1137-66272013000100024-1	SINTOMA	534	589	ecografía de caderas con distensión de cápsula articula	118935006	NARROW	False	False	False
es-S1130-01082009000500007-1	SINTOMA	483	519	ecografía ginecológica, son normales	1157297002	NARROW	False	False	False
es-S0212-71992008000700009-1	SINTOMA	363	385	edema de la conjuntiva	84178004	EXACT	False	False	False
es-S0376-78922009000400011-1	SINTOMA	832	856	edema de tejidos blandos	95322002	NARROW	False	False	False
es-S1889-836X2015000200005-2	SINTOMA	970	994	edema de tejidos blandos	95322002	NARROW	False	False	False
es-S1888-75462015000400006-1	SINTOMA	2226	2259	edema en acetábulo anterosuperior	118935006	NARROW	False	False	True
es-S0376-78922008000400008-1	SINTOMA	1923	1937	edema laríngeo	51599000	EXACT	False	False	False
es-S0365-66912010000700004-1	SINTOMA	404	427	edema macular bilateral	15639231000119102	EXACT	False	False	False
es-S0365-66912010000700004-1	SINTOMA	917	954	edema macular difuso severo bilateral	15639231000119102	EXACT	False	False	False
es-S0004-06142008000300012-1	SINTOMA	2394	2410	edema periportal	76281005	NARROW	False	False	False
es-S0212-71992000001200006-1	SINTOMA	2164	2180	edema vasogénico	230759001	EXACT	False	False	True
es-S1888-75462016000400180-1	SINTOMA	1035	1069	edematización del miembro superior	102558002	EXACT	False	False	False
es-S0211-69952013000200019-2	SINTOMA	516	545	edematización inguinoescrotal	88995000	NARROW	False	False	False
es-S0365-66912007000200011-1	SINTOMA	1111	1187	electrooculograma siendo su resultado dentro de los límites de la normalidad	1231193005	EXACT	False	False	False
es-S2340-98942015000100005-1	SINTOMA	413	432	elevación de CA 125	432519008	EXACT	False	False	False
es-S1130-01082010000200011-1	SINTOMA	2658	2691	elevación de enzimas pancreáticas	443828007	EXACT	False	False	False
es-S1137-66272009000500016-1	SINTOMA	1947	1969	elevación del amoniaco	9360008	EXACT	False	False	False
es-S0210-48062004000200011-1	SINTOMA	1056	1081	elevación del fibrinógeno	123791008	EXACT	False	False	False
es-S1130-05582015000400005-1	SINTOMA	151	167	elevada estatura	248328003	EXACT	False	False	False
es-S0213-12852006000600002-1	SINTOMA	2265	2302	en la zona incisal, una protuberancia	235013007	NARROW	False	False	True
es-S0210-48062009000200019-1	SINTOMA	1524	1562	enema opaco, que no aporta información	168838006	EXACT	False	False	False
es-S0365-66912007000900010-1	SINTOMA	908	940	engrosamiento de la pared ocular	422272001	NARROW	False	False	True
es-S0211-69952012000700028-1	SINTOMA	2414	2449	engrosamiento de pliegues gástricos	29384001	NARROW	False	False	True
es-S0004-06142008000300012-1	SINTOMA	1934	1969	engrosamiento de pliegues gástricos	29384001	NARROW	False	False	False
es-S1134-80462009000200004-1	SINTOMA	917	953	engrosamiento difuso de las meninges	15758002	NARROW	False	False	False
es-S1137-66272016000200010-1	SINTOMA	701	754	engrosamiento en la pared de ciego y colon ascendente	128524007	NARROW	False	False	False
es-S0365-66912007000900010-1	SINTOMA	1284	1384	engrosamiento escleral de aspecto nodular que captaba el contraste en la zona postero-interna del OI	16000031000119101	NARROW	True	False	False
es-S0365-66912012000500003-1	SINTOMA	790	819	engrosamiento escleral difuso	33064008	NARROW	False	False	False
es-S1134-80462009000200004-1	SINTOMA	1450	1472	engrosamiento meníngeo	15758002	NARROW	False	False	False
es-S0212-71992004001100006-1	SINTOMA	2718	2795	engrosamiento meníngeo-dural disperso más marcado en región frontal izquierda	15758002	NARROW	False	False	False
es-S0211-69952015000600014-2	SINTOMA	540	564	engrosamiento peritoneal	95550001	EXACT	False	False	True
es-S0365-66912012000500003-1	SINTOMA	1708	1736	enrojecimiento de ambos ojos	12241791000119109	EXACT	False	False	False
es-S1137-66272012000100017-1	SINTOMA	481	529	enrojecimiento en la zona de extracción dentaria	110342004	NARROW	False	False	False
es-S1130-05582010000200004-1	SINTOMA	2053	2103	episodio inflamatorio fistulizado en hemimandíbula	714751007	NARROW	False	False	False
es-S1134-80462014000500004-1	SINTOMA	2765	2784	episodios dolorosos	39565009	EXACT	False	False	False
es-S0210-48062007000300014-1	SINTOMA	340	360	Erecciones matutinas	248772002	EXACT	False	False	False
es-S1130-14732005000300004-1	SINTOMA	1765	1797	erosión de la masa lateral de C2	262522002	NARROW	False	False	False
es-S1130-14732005000300004-1	SINTOMA	1246	1336	erosión de la masa lateral del axis, así como de la articulación interapofisaria posterior	410730009	NARROW	False	False	False
es-S0376-78922008000400008-1	SINTOMA	2010	2058	esfácelo de la epidermis, principalmente en cara	360493007	EXACT	False	False	False
es-S0376-78922008000400008-1	SINTOMA	2081	2229	esfácelo de mucosa de carrillos y dorso-lingual, de tórax anterior y posterior, porción superior de abdomen, porción superior de ambos brazos y pene	247440002	NARROW	False	False	True
es-S0376-78922011000500012-1	SINTOMA	2131	2140	esfacelos	13924000	NARROW	False	False	False
es-S0376-78922011000500012-1	SINTOMA	2597	2606	esfacelos	13924000	NARROW	False	False	False
es-S0376-78922011000500012-1	SINTOMA	1423	1432	esfacelos	13924000	NARROW	False	False	False
es-S0212-71992000001200006-1	SINTOMA	872	891	esfínter conservado	249641001	EXACT	False	False	True
es-S0365-66912007000900010-1	SINTOMA	973	1031	espacio extra-escleral se observaba una zona hipoecogénica	246973008	NARROW	False	False	True
es-S0365-66912007000900010-1	SINTOMA	2773	2787	espasmo ciliar	95715007	EXACT	False	False	False
es-S0212-71992005000400007-1	SINTOMA	703	732	esplenomegalia a la palpación	249572006	EXACT	False	False	False
es-S1135-76062005000100002-1	SINTOMA	4419	4430	espongiosis	6609001	EXACT	False	False	False
es-S1137-66272016000200010-1	SINTOMA	1498	1530	esputos, que no eran bacilíferos	167987009	EXACT	False	False	False
es-S2254-28842014000200009-1	SINTOMA	875	888	esquistocitos	385472000	EXACT	False	False	False
es-S0212-16112010000600024-1	SINTOMA	2675	2692	estado caquéctico	29740003	EXACT	False	False	False
es-S0213-12852006000600002-1	SINTOMA	3723	3752	estado general muy deficiente	135819008	EXACT	False	False	False
es-S1130-01082007000400010-1	SINTOMA	164	175	esteatorrea	66187002	EXACT	False	False	False
es-S1130-63432014000500008-1	SINTOMA	1559	1582	estenosis angiográficas	726490008	EXACT	False	False	False
es-S0376-78922008000400008-1	SINTOMA	1646	1666	estertores roncantes	47525004	EXACT	False	False	False
es-S0212-16112011000300031-1	SINTOMA	2555	2601	estómago con morfología y vaciamiento normales	300305002	EXACT	False	False	False
es-S1135-76062014000100006-1	SINTOMA	1056	1111	estómago, de aspecto hiperémico, retráctil, con nódulos	29384001	NARROW	False	False	True
es-S1139-76322016000400018-1	SINTOMA	778	813	estridor de predominio inspiratorio	58596002	EXACT	False	False	False
es-S1698-44472004000400011-1	SINTOMA	900	922	estructuras radiopacas	128308005	EXACT	False	False	False
es-S1139-76322016000400018-1	SINTOMA	1724	1780	estructuras supraglóticas y las cuerdas vocales íntegras	301222005	EXACT	False	False	False
es-S0210-48062009000200019-1	SINTOMA	2061	2129	estudio anátomo-patológico intraoperatorio, descartándose malignidad	165131004	EXACT	False	False	False
es-S0210-48062007000300014-1	SINTOMA	998	1036	estudio de fertilidad sin alteraciones	300551000	NARROW	False	False	True
es-S0213-12852005000400003-1	SINTOMA	1277	1305	exacerbación de las lesiones	300578003	NARROW	False	False	True
es-S1134-80462005000300004-1	SINTOMA	3480	3504	exacerbaciones dolorosas	1144586002	EXACT	False	False	True
es-S1139-76322009000100006-1	SINTOMA	114	129	exantema facial	121000119106	NARROW	False	False	False
es-S0211-69952013000200018-1	SINTOMA	1648	1661	excitabilidad	102893002	EXACT	False	False	False
es-S1699-65852007000300003-1	SINTOMA	340	375	exfoliado el canino superior caduco	109536003	NARROW	False	False	False
es-S0376-78922015000400012-1	SINTOMA	365	404	exploración neurovascular distal normal	1148973008	EXACT	False	False	False
es-S0376-78922009000100005-1	SINTOMA	150	219	exposición de la placa de osteosíntesis en el tercio distal del radio	429353004	NARROW	False	False	True
es-S1139-76322016000300008-1	SINTOMA	908	949	expulsión espontánea de pus en el ombligo	35745008	NARROW	False	False	False
es-S0365-66912004001000008-1	SINTOMA	1077	1098	extensión extraocular	370054008	NARROW	False	False	True
es-S1137-66272014000200011-1	SINTOMA	2525	2548	extensión extratiroidea	370054008	NARROW	False	False	True
es-S1137-66272016000300010-1	SINTOMA	1117	1151	Extremidades inferiores sin edemas	116312005	NARROW	False	False	False
es-S0211-57352013000300011-1	SINTOMA	265	277	extrovertida	224954004	EXACT	False	False	False
es-S1139-76322016000300008-1	SINTOMA	308	340	exudado purulento por el ombligo	35745008	EXACT	False	False	False
es-S0365-66912012000500003-1	SINTOMA	691	709	exudados lipídicos	247131008	EXACT	False	False	True
S0004-06142006000500002-2	SINTOMA	67	87	eyaculación dolorosa	50818007	EXACT	False	False	False
es-S1698-69462006000100003-1	SINTOMA	673	690	fascies adenoidea	38138003	EXACT	False	False	False
es-S0210-48062007000300014-1	SINTOMA	500	522	fascies característica	248196002	EXACT	False	False	False
es-S0213-12852013000400006-1	SINTOMA	784	802	fenómeno de Tullio	278469000	EXACT	False	False	False
es-S0376-78922009000300005-1	SINTOMA	3382	3416	fisura junto a la comisura vaginal	289517005	NARROW	False	False	False
es-S0376-78922009000300005-1	SINTOMA	3930	3962	fisuras en la comisura posterior	289517005	NARROW	False	False	True
es-S0365-66912012000500003-1	SINTOMA	830	859	fluido en la cápsula de Tenon	371405004	NARROW	False	False	False
es-S1130-01082007001100010-1	SINTOMA	1055	1092	flujo hepatófugo en la vena esplénica	234131004	NARROW	False	False	False
es-S1130-01082007001100010-1	SINTOMA	1011	1034	flujo portal hepatópeto	446634009	NARROW	False	False	True
es-S1130-14732005000200009-1	SINTOMA	599	701	focos de hiperseñal situados en la cisterna cuadrigémina y en el labio superior de la cisura calcarina	210038008	NARROW	False	False	False
es-S1137-66272014000200013-1	SINTOMA	493	539	fondo de ojo del OD no presentaba alteraciones	830009009	EXACT	True	False	False
es-S0365-66912007001000008-1	SINTOMA	2722	2727	foria	14619009	EXACT	False	False	False
es-S0376-78922012000300010-1	SINTOMA	877	896	formación palpebral	301913002	EXACT	False	False	True
es-S1134-80462014000500004-1	SINTOMA	2575	2593	formaciones óseas,	36123008	EXACT	False	False	False
es-S1889-836X2015000400006-1	SINTOMA	1065	1075	fosfaturia	85487008	EXACT	False	False	False
es-S0376-78922009000100014-1	SINTOMA	268	286	fragilidad cutánea	724850003	EXACT	False	False	False
es-S0376-78922015000400012-1	SINTOMA	615	713	fragmento dorsal del semilunar se encuentra unido a los huesos del carpo y desplazados dorsalmente	263108000	NARROW	False	False	False
es-S0376-78922009000400011-1	SINTOMA	875	898	fragmentos radio-opacos	28328005	EXACT	False	False	True
es-S1888-75462016000400180-1	SINTOMA	1236	1253	frecuencia normal	10675001	EXACT	False	False	False
es-S1698-69462006000100006-1	SINTOMA	1125	1147	frecuentes despertares	423052008	EXACT	False	False	False
es-S1134-80462009000500006-1	SINTOMA	275	293	fuga periprotésica	234184000	EXACT	False	False	True
es-S1134-80462009000500006-1	SINTOMA	2766	2783	fuga perivalvular	234184000	EXACT	False	False	True
es-S0213-12852003000500002-1	SINTOMA	1505	1541	función mandibular estaba conservada	736706004	EXACT	False	False	False
es-S0004-06142007000900010-1	SINTOMA	2456	2477	función sexual normal	11512006	EXACT	False	False	False
es-S0376-78922016000200011-1	SINTOMA	989	1000	galactorrea	78622004	EXACT	False	False	True
es-S0212-71992008000700009-1	SINTOMA	1792	1827	gasometría arterial fueron normales	167019000	EXACT	False	False	False
es-S1134-80462009000100005-1	SINTOMA	517	527	gastralgia	1197659000	EXACT	False	False	False
es-S0376-78922011000100010-1	SINTOMA	191	232	genitales internos con ausencia de vagina	87380008	EXACT	False	False	True
es-S1130-01082008001000008-1	SINTOMA	218	230	golpe de tos	43025008	EXACT	False	False	False
es-S2254-28842014000200009-1	SINTOMA	1316	1341	habla con lenguaje normal	286395001	EXACT	False	False	False
es-S0378-48352004001000003-1	SINTOMA	1171	1177	HBsAg+	165806002	EXACT	False	False	False
es-S0365-66912007000900011-1	SINTOMA	661	689	hemianopsia homónima derecha	5591009	EXACT	False	False	False
es-S0365-66912007000900011-1	SINTOMA	1715	1761	hemianopsia homónima derecha en la campimetría	5591009	EXACT	False	False	False
es-S0211-69952009000600023-1	SINTOMA	1407	1432	hemianopsia nasal derecha	77674003	NARROW	False	False	False
es-S0210-48062004000200011-1	SINTOMA	686	720	hemiescroto derecho presenta edema	88995000	EXACT	False	False	False
es-S1130-01082006000900014-1	SINTOMA	1511	1520	hemobilia	66556007	EXACT	False	False	False
es-S1137-66272009000500016-1	SINTOMA	3171	3205	hígado con arquitectura conservada	300337001	NARROW	False	False	False
es-S0378-48352004001000003-1	SINTOMA	1330	1353	hígado de tamaño normal	300337001	NARROW	False	False	False
es-S1130-01082008000200010-1	SINTOMA	1365	1392	hígado era de tamaño normal	300337001	EXACT	False	False	False
es-S1130-01082006000900014-1	SINTOMA	494	510	hígado homogéneo	300324004	NARROW	False	False	False
es-S1137-66272009000500016-1	SINTOMA	1700	1733	hígado homogéneo sin alteraciones	300337001	EXACT	False	False	False
es-S0004-06142008000300012-1	SINTOMA	1487	1537	hígado y vía biliar intra y extrahepática normales	300337001	NARROW	False	False	False
es-S1137-66272009000500016-1	SINTOMA	650	664	hiperamoniemia	9360008	EXACT	False	False	False
es-S1137-66272009000500016-1	SINTOMA	131	163	hiperbilirrubinemia no conjugada	7752002	EXACT	False	False	False
es-S1137-66272012000100017-1	SINTOMA	1002	1058	hipercelularidad con parada madurativa en serie mieloide	167927007	EXACT	False	False	False
es-S1134-80462015000500005-1	SINTOMA	766	778	hiperestesia	14151009	EXACT	False	False	False
es-S1134-80462015000500005-1	SINTOMA	682	717	hiperestesia en la región escapular	20793008	NARROW	False	False	False
es-S0365-66912007000200011-1	SINTOMA	678	706	hiperfluorescencia en anillo	371405004	NARROW	False	False	True
es-S0376-78922008000400008-1	SINTOMA	303	314	hipertermia	1197782006	EXACT	False	False	False
es-S0376-78922008000400008-1	SINTOMA	445	456	hipertermia	1197782006	EXACT	False	False	False
es-S0376-78922007000300006-3	SINTOMA	516	545	hipervascularización sinovial	3519007	NARROW	False	False	False
es-S1698-44472004000400012-1	SINTOMA	463	529	hipoestesia en el territorio de distribución del nervio mentoniano	95525004	EXACT	False	False	False
es-S0365-66912007000200011-1	SINTOMA	1643	1678	hipofluorescencia intensa mantenida	118235002	NARROW	False	False	True
es-S0365-66912012000300005-1	SINTOMA	759	850	hipofluorescencia precoz e hiperfluorescencia tardía variable de las lesiones en ambos ojos	371405004	NARROW	False	False	False
es-S0212-16112011000300031-1	SINTOMA	2321	2339	hipotonía gástrica	46218001	EXACT	False	False	False
es-S0211-57352013000300011-1	SINTOMA	2969	2991	hipotonía generalizada	704200007	EXACT	False	False	True
es-S1889-836X2015000400006-1	SINTOMA	1099	1111	hipouricemia	4519003	EXACT	False	False	False
es-S0365-66912007000100010-1	SINTOMA	749	796	hormonas tiroideas (T3,T4,TSH) estaban elevadas	131089005	EXACT	True	False	False
es-S0376-78922009000300005-1	SINTOMA	3603	3634	humedad permanente de la vagina	289598001	EXACT	False	False	False
es-S0378-48352004001000003-1	SINTOMA	1153	1169	IgM VHA negativo	165996008	NARROW	True	False	True
S0004-06142006000100014-1	SINTOMA	2097	2143	imagen cálcica en teórica zona de pelvis renal	236710009	NARROW	False	False	False
es-S0004-06142008000300011-1	SINTOMA	708	726	imagen cicatricial	251768002	NARROW	False	False	False
es-S0210-48062009000200019-1	SINTOMA	809	865	imagen con nivel líquido de 15 x 9 x 8 cm en hipogastrio	441988000	NARROW	False	False	True
es-S0210-48062003000900009-1	SINTOMA	807	826	imagen fría central	365853002	NARROW	False	False	False
es-S0210-48062009000400020-1	SINTOMA	467	512	imagen hipodensa de 3 cm el lóbulo prostático	309089006	NARROW	False	False	False
es-S0004-06142008000500009-1	SINTOMA	877	913	imagen lobulada de contenido líquido	365853002	NARROW	False	False	False
es-S1698-44472004000400012-1	SINTOMA	617	689	imagen radiolúcida, de contornos poco definidos, en el cuerpo mandibular	125129007	NARROW	False	False	True
es-S0365-66912012001100004-5	SINTOMA	449	481	imagen sacular hiperfluorescente	371405004	NARROW	False	False	True
es-S0004-06142009000400011-1	SINTOMA	657	742	imágenes polipoideas parietales menores de 2-3 cm tanto en vejiga como en divertículo	309248004	EXACT	False	False	False
es-S1698-44472004000400011-1	SINTOMA	794	843	imágenes radiolúcidas y radiopacas en su interior	365853002	NARROW	False	False	False
es-S1139-76322016000300015-1	SINTOMA	343	383	implantación amplia del cordón umbilical	90009001	NARROW	False	False	False
es-S0212-16112014000300032-1	SINTOMA	1118	1147	imposibilidad de ingesta oral	450819000	EXACT	False	False	False
es-S0210-48062006000700012-1	SINTOMA	373	402	imposibilidad para la micción	102835006	EXACT	False	False	False
es-S0004-06142009000400011-1	SINTOMA	288	317	imposibilidad para la micción	102835006	EXACT	False	False	False
S0004-06142007000600012-1	SINTOMA	247	264	impotencia sexual	860914002	EXACT	False	False	False
es-S1698-69462006000200016-1	SINTOMA	144	183	inadecuada posición del canino inferior	366226004	NARROW	False	False	False
es-S1130-01082008000500008-1	SINTOMA	967	1010	incapacidad total para la alimentación oral	228155006	EXACT	False	False	False
es-S1138-123X2004000100006-2	SINTOMA	405	425	incompetencia labial	698195007	EXACT	False	False	True
es-S1130-01082009000300015-1	SINTOMA	2608	2626	incontinencia anal	72042002	EXACT	False	False	False
es-S1130-05582014000300006-1	SINTOMA	862	901	incremento metabólico a nivel parotídeo	300257000	NARROW	False	False	False
es-S0211-57352013000300011-1	SINTOMA	290	303	independiente	718360006	EXACT	False	False	False
es-S0211-69952012000700028-1	SINTOMA	269	321	independiente para las actividades de la vida diaria	718360006	EXACT	False	False	False
es-S0376-78922015000400012-1	SINTOMA	983	1009	inestabilidad de la lesión	52776004	EXACT	False	False	True
es-S1134-80462005000300004-1	SINTOMA	655	675	inestabilidad lumbar	202824000	EXACT	False	False	False
es-S0376-78922015000400012-1	SINTOMA	1896	1923	inestabilidad radiocarpiana	782430000	EXACT	False	False	False
es-S0211-69952014000400019-1	SINTOMA	982	994	infantilismo	59892004	EXACT	False	False	False
es-S1130-01082009000200012-1	SINTOMA	314	369	infiltración y engrosamiento de toda la pared del colon	128524007	NARROW	False	False	False
es-S0365-66912012000500003-1	SINTOMA	2061	2081	inflamación escleral	78370002	EXACT	False	False	False
es-S0211-57352011000400009-1	SINTOMA	3324	3346	inhibición psicomotriz	43994002	EXACT	False	False	True
es-S0211-69952013000200018-1	SINTOMA	1514	1523	inquietud	247910009	EXACT	False	False	False
es-S0211-69952013000200018-1	SINTOMA	1664	1673	inquietud	247910009	EXACT	False	False	False
es-S0211-57352013000300011-1	SINTOMA	4544	4559	insight parcial	27026000	NARROW	False	False	False
es-S0211-57352013000300011-1	SINTOMA	2528	2536	insomnio	62577008	EXACT	False	False	False
es-S0210-48062005000300014-1	SINTOMA	2244	2252	insomnio	62577008	EXACT	False	False	False
es-S1130-01082008000900011-1	SINTOMA	1431	1458	integridad del eje vascular	21829004	NARROW	False	False	True
es-S0211-57352013000300011-1	SINTOMA	305	331	Intelectualmente brillante	367358004	EXACT	False	False	False
es-S0376-78922009000300005-1	SINTOMA	3718	3754	introito vaginal se mantiene cerrado	161815000	EXACT	False	False	False
es-S0365-66912007000900010-1	SINTOMA	2909	2925	inyección ciliar	247044000	NARROW	False	False	True
es-S0365-66912005001100009-1	SINTOMA	482	519	iridectomías se observaban permeables	423552003	EXACT	False	False	False
es-S0365-66912007000900010-1	SINTOMA	726	739	iris abombado	247025007	NARROW	False	False	False
es-S1887-85712012000400006-1	SINTOMA	1295	1340	irritación peritoneal en hemiabdomen inferior	300419003	EXACT	False	False	False
es-S0376-78922009000300005-1	SINTOMA	3760	3814	labios mayores presentan un aspecto juvenil y turgente	289499007	NARROW	False	False	False
es-S0365-66912004000800009-1	SINTOMA	343	361	lagrimeo en el ojo	31788005	EXACT	False	False	False
es-S0212-71992008000700009-1	SINTOMA	123	141	lagrimeo incesante	31788005	EXACT	False	False	False
es-S0365-66912007000900010-1	SINTOMA	601	739	lámpara de hendidura del OI mostraba una inyección ciliar marcada, una reacción inflamatoria leve en la cámara anterior y un iris abombado	45177002	NARROW	True	False	False
es-S0212-71992004001100006-1	SINTOMA	3047	3067	lentificación difusa	364852004	NARROW	False	False	True
es-S1130-01082008000900011-1	SINTOMA	1175	1228	lesión anecoica, bien delimitada, de aspecto quístico	396877008	EXACT	False	False	False
es-S0211-57352011000400009-1	SINTOMA	2630	2673	lesiones hemorrágicas intra ni extraaxiales	1386000	NARROW	False	False	True
es-S1888-75462015000400006-1	SINTOMA	1739	1765	leve alteración subcondral	118954006	NARROW	False	False	False
es-S1130-05582014000300006-1	SINTOMA	1797	1820	leve déficit al soplido	424650008	NARROW	False	False	True
es-S1137-66272012000300023-1	SINTOMA	238	287	leve disminución del factor VII de la coagulación	37193007	EXACT	False	False	False
es-S0365-66912012000500003-1	SINTOMA	1796	1830	leve engrosamiento esclerocoroideo	247199007	EXACT	False	False	False
es-S0210-48062007000300014-1	SINTOMA	409	426	libido conservada	47949009	EXACT	False	False	False
es-S0365-66912007001200011-1	SINTOMA	1104	1143	limbo nasal de características normales	366014002	NARROW	False	False	True
es-S1134-80462009000500006-1	SINTOMA	1057	1107	limitación de la movilidad de la columna vertebral	840678003	EXACT	False	False	False
es-S1137-66272013000100024-1	SINTOMA	1004	1061	líquido articular es positivo para Haemophilus influenzae	167863008	NARROW	False	False	False
es-S0212-16112010000100017-1	SINTOMA	572	598	líquido de aspecto lechoso	365669006	NARROW	False	False	True
es-S0376-78922016000200011-1	SINTOMA	1112	1144	líquido periprotésico en la mama	237475004	EXACT	False	False	False
es-S0376-78922016000200011-1	SINTOMA	2290	2381	líquido periprotésico evacuado durante la cirugía resultó positivo para células neoplásicas	309307000	NARROW	False	False	False
es-S1137-66272013000100024-1	SINTOMA	743	769	líquido sinovial purulento	167884003	EXACT	False	False	False
es-S1135-76062013000100008-1	SINTOMA	1113	1222	"líquido verde oscuro (bilis y escasos restos hemáticos en forma de ""posos de café""); las paredes del estómago"	414391001	NARROW	False	False	False
es-S1135-76062013000100008-1	SINTOMA	745	786	líquido verde oscuro en orificios nasales	836475004	EXACT	False	False	False
es-S0212-71992004001100006-1	SINTOMA	724	736	macrocitosis	72826005	EXACT	False	False	False
es-S1698-69462006000100006-1	SINTOMA	1099	1120	mal descanso nocturno	301345002	EXACT	False	False	False
es-S1130-05582014000400006-2	SINTOMA	524	542	mala higiene bucal	110299009	EXACT	False	False	False
es-S0210-48062007000300014-1	SINTOMA	559	573	mamas normales	290084006	EXACT	False	False	False
es-S0212-71992004001100006-1	SINTOMA	3314	3335	mamografía fue normal	168749009	EXACT	False	False	False
es-S0365-66912007000900016-1	SINTOMA	1294	1357	mancha blanca y pigmento peripapilar temporal superior en el OD	247138002	NARROW	True	False	True
es-S0365-66912004000800009-1	SINTOMA	697	727	mancha hipopigmentada en tórax	23267004	NARROW	False	False	False
es-S0365-66912007000900016-1	SINTOMA	1505	1564	manchas blanco-amarillentas distribuidas por polo posterior	247138002	NARROW	False	False	False
es-S0365-66912007000900016-1	SINTOMA	2634	2700	manchas blanco-amarillentas tenues en polo posterior de ambos ojos	247138002	NARROW	False	False	False
es-S1137-66272015000200019-2	SINTOMA	748	790	maniobra del gancho, se reproduce el dolor	427304006	NARROW	False	False	False
es-S1888-75462015000400006-1	SINTOMA	1015	1076	maniobras de Valleix, Fabere, Lasegue y Bragard son negativas	298690008	EXACT	False	False	False
es-S1699-695X2015000300013-1	SINTOMA	753	767	marcha estable	449811004	EXACT	False	False	False
es-S1137-66272014000200011-1	SINTOMA	2555	2590	márgenes quirúrgicos estaban libres	310342002	EXACT	False	False	False
es-S1130-01082007000400010-1	SINTOMA	1554	1580	masa en cabeza de páncreas	126860002	EXACT	False	False	False
es-S1130-01082009000900012-1	SINTOMA	148	175	masa en crura diafragmática	300851005	NARROW	False	False	False
es-S0212-71992000001200006-1	SINTOMA	1974	1990	masa intra-axial	281229000	NARROW	False	False	False
es-S0376-78922016000200012-1	SINTOMA	426	441	masa parespinal	300862005	NARROW	False	False	True
es-S0365-66912004001000008-1	SINTOMA	1891	1906	masa pigmentada	396556000	EXACT	False	False	False
es-S0365-66912006000900010-1	SINTOMA	424	439	masa pigmentada	396556000	EXACT	False	False	False
es-S0365-66912006000900010-1	SINTOMA	194	235	masa pigmentada en el ángulo iridocorneal	762415003	NARROW	False	False	False
es-S1130-01082009000300015-1	SINTOMA	235	259	masa polipoidea en sigma	428472008	EXACT	False	False	False
es-S0365-66912006000900010-1	SINTOMA	362	394	masa presente en cámara anterior	302217008	NARROW	False	False	False
