filename	mark	label	off0	off1	term	code	semantic_rel
es-S1130-01082009000900012-1	T4	ENFERMEDAD	260	285	asma bronquial extrínseca	389145006	EXACT
es-S1130-01082009000900012-1	T5	ENFERMEDAD	287	315	púrpura de Schonleich-Henoch	191306005	EXACT
es-S0365-66912005001100009-2	T1	ENFERMEDAD	21	25	GCCA	33647009	EXACT
es-S0365-66912005001100009-2	T3	ENFERMEDAD	445	481	desprendimiento ciliocoroideo anular	247198004	EXACT
es-S0365-66912005001100009-2	T4	ENFERMEDAD	484	499	bloqueo pupilar	384675002	EXACT
es-S0365-66912005001100009-2	T5	ENFERMEDAD	520	536	glaucoma maligno	10100008	EXACT
es-S0365-66912005001100009-2	T6	ENFERMEDAD	275	323	atalamia con contacto iridoendotelial periférico	118235002	NARROW
es-S0365-66912005001100009-2	T7	ENFERMEDAD	394	417	atalamia con hipertonía	301905003	NARROW
es-S1137-66272014000200011-1	T1	ENFERMEDAD	66	91	lesión en cuero cabelludo	212400009	EXACT
es-S1137-66272014000200011-1	T2	ENFERMEDAD	1342	1347	bocio	3716002	EXACT
es-S1137-66272014000200011-1	T3	ENFERMEDAD	218	292	lesión papulosa eritemato-violácea dura de 6 mm en región parietooccipital	10681311000119102	NARROW
es-S1137-66272014000200011-1	T5	ENFERMEDAD	1739	1757	bocio multinodular	237570007	EXACT
es-S1137-66272014000200011-1	T7	ENFERMEDAD	700	728	tumoración situada en dermis	126488004	EXACT
es-S1137-66272014000200011-1	T8	ENFERMEDAD	2020	2035	tumor folicular	447711004	EXACT
es-S1137-66272014000200011-1	T9	ENFERMEDAD	2167	2184	carcinoma papilar	25910003	EXACT
es-S1137-66272014000200011-1	T10	ENFERMEDAD	2241	2338	carcinoma mixto papilar y folicular bien diferenciado (90%) y sólido con un 10% poco diferenciado	255030002	NARROW
es-S1137-66272014000200011-1	T11	ENFERMEDAD	1146	1175	metástasis de cáncer tiroideo	363478007	NARROW
es-S0210-48062004000200011-1	T1	ENFERMEDAD	2213	2240	linfoma testicular primario	277664004	EXACT
es-S0210-48062004000200011-1	T2	ENFERMEDAD	1651	1669	absceso testicular	95593001	EXACT
es-S0210-48062004000200011-1	T3	ENFERMEDAD	2725	2752	linfoma testicular primario	277664004	EXACT
es-S0210-48062004000200011-1	T5	ENFERMEDAD	1677	1700	tuberculosis testicular	40258005	EXACT
es-S0210-48062004000200011-1	T9	ENFERMEDAD	3445	3480	lesión polipoidea en seno piriforme	126688006	NARROW
es-S0210-48062004000200011-1	T13	ENFERMEDAD	2042	2105	testículo está afectado por linfoma difuso B de células grandes	448465000	NARROW
es-S0210-48062004000200011-1	T21	ENFERMEDAD	686	720	hemiescroto derecho presenta edema	88995000	NARROW
es-S1130-63432014000500008-1	T2	ENFERMEDAD	619	650	taquicardia sinusal persistente	425582007	EXACT
es-S1130-63432014000400016-1	T1	ENFERMEDAD	847	865	hipertransaminemia	707724006	EXACT
es-S1130-63432014000400016-1	T4	ENFERMEDAD	239	327	exantema maculopapuloeritematoso, evanescente en tronco y parte proximal de extremidades	247471006	NARROW
es-S1130-63432014000400016-1	T5	ENFERMEDAD	1472	1518	Síndromes Periódicos Asociados a la Criopirina	430079001	EXACT
es-S1130-63432014000400016-1	T7	ENFERMEDAD	329	427	linfadenopatías desde los 13 meses de edad, afectando a ganglios cervicales, axilares e inguinales	95892003	NARROW
es-S1130-63432014000400016-1	T8	ENFERMEDAD	3068	3079	monocitosis	19636003	EXACT
es-S1130-63432014000400016-1	T11	ENFERMEDAD	3227	3254	AlJs de curso poliarticular	239796000	NARROW
es-S1130-63432014000400016-1	T13	ENFERMEDAD	593	597	AlJs	201796004	EXACT
es-S1130-63432014000400016-1	T15	ENFERMEDAD	1520	1524	CAPS	430079001	EXACT
es-S1130-05582009000600004-1	T1	ENFERMEDAD	1447	1480	hipertrofia maseterina unilateral	699649006	EXACT
es-S1130-05582009000600004-1	T4	ENFERMEDAD	1379	1399	hiperplasia condilar	283014003	EXACT
S0004-06142006000100014-1	T3	ENFERMEDAD	377	395	anemia hipocrómica	44452003	EXACT
S0004-06142006000100014-1	T8	ENFERMEDAD	724	750	ascitis por carcinomatosis	236005001	NARROW
S0004-06142006000100014-1	T10	ENFERMEDAD	1091	1128	pólipo inflamatorio en muñón gástrico	78809005	NARROW
S0004-06142006000100014-1	T13	ENFERMEDAD	1592	1633	lesión quística voluminosa intraabdominal	446064000	NARROW
S0004-06142006000100014-1	T15	ENFERMEDAD	2271	2336	hidronefrosis gigante secundaria a uropatía obstructiva litiásica	1148909008	NARROW
S0004-06142006000100014-1	T18	ENFERMEDAD	2903	2932	atrofia parenquimatosa severa	13331008	NARROW
S0004-06142006000100014-1	T21	ENFERMEDAD	3071	3104	infiltración del parénquima renal	188250002	NARROW
es-S1130-05582008000600006-1	T1	ENFERMEDAD	792	858	sufrimiento y pérdida del colgajo cutáneo de avance cérvico-facial	239199003	NARROW
es-S1130-05582008000600006-1	T2	ENFERMEDAD	59	128	herida por arma de fuego (escopeta de caza) tras intento de autolisis	287184008	NARROW
es-S1130-05582008000600006-1	T3	ENFERMEDAD	2964	2989	fístula salival parotídea	196495004	EXACT
es-S1130-05582008000600006-1	T5	ENFERMEDAD	3018	3076	pérdida del injero dermoepidermico sobre región maseterina	213192008	NARROW
es-S1130-05582008000600006-1	T6	ENFERMEDAD	1241	1261	luxación recidivante	5137004	EXACT
es-S1130-05582008000600006-1	T7	ENFERMEDAD	920	965	retracción cicatricial del tejido mucoso oral	1089981000119106	NARROW
es-S1130-05582008000600006-1	T9	ENFERMEDAD	3308	3335	parálisis del nervio radial	16644004	NARROW
es-S1130-05582008000600006-1	T10	ENFERMEDAD	1039	1065	comunicaciones orofaciales	449790007	EXACT
es-S1130-05582008000600006-1	T11	ENFERMEDAD	1068	1086	fístulas salivales	75260002	EXACT
es-S1130-05582008000600006-1	T13	ENFERMEDAD	3110	3150	desinserción del brazo largo del tríceps	724614007	NARROW
es-S1130-05582008000600006-1	T14	ENFERMEDAD	3153	3174	dehiscencia de herida	410723003	EXACT
es-S1130-05582008000600006-1	T16	ENFERMEDAD	983	1013	limitación de la apertura oral	285466001	EXACT
es-S0376-78922012000300010-1	T2	ENFERMEDAD	1487	1500	tumor benigno	3898006	EXACT
es-S0376-78922012000300010-1	T4	ENFERMEDAD	187	202	blefarochalasia	47704002	EXACT
es-S0376-78922012000300010-1	T5	ENFERMEDAD	627	653	tumor de glándula lagrimal	127004000	EXACT
es-S0376-78922012000300010-1	T6	ENFERMEDAD	1817	1838	schwannoma de párpado	688131000119108	NARROW
es-S0376-78922012000300010-1	T9	ENFERMEDAD	214	232	bolsas palpebrales	724860007	EXACT
es-S1889-836X2015000200005-2	T2	ENFERMEDAD	106	139	metrorragias secundarias a miomas	64996003	NARROW
es-S1889-836X2015000200005-2	T3	ENFERMEDAD	195	229	osteoporosis densitométrica lumbar	309745002	NARROW
es-S1889-836X2015000200005-2	T5	ENFERMEDAD	3126	3145	fracturas de estrés	240197007	EXACT
es-S1889-836X2015000200005-2	T7	ENFERMEDAD	1524	1551	osteoporosis a nivel lumbar	309745002	NARROW
es-S1889-836X2015000200005-2	T8	ENFERMEDAD	1881	1939	callo de fractura antiguo en 2o MTT por fractura de estrés	27881006	NARROW
es-S1889-836X2015000200005-2	T9	ENFERMEDAD	2107	2141	tenosinovitis del tibial posterior	202919002	EXACT
es-S1134-80462015000500005-1	T1	ENFERMEDAD	182	218	mancha hiperpigmentada en la espalda	49765009	NARROW
es-S1134-80462015000500005-1	T2	ENFERMEDAD	616	636	notalgia parestésica	277802001	EXACT
es-S1134-80462015000500005-1	T3	ENFERMEDAD	552	574	lesión hiperpigmentada	49765009	NARROW
es-S2340-98942015000100005-1	T1	ENFERMEDAD	94	128	carcinoma seroso papilar en ovario	254849005	NARROW
es-S2340-98942015000100005-1	T4	ENFERMEDAD	605	620	lesión hepática	300331000	EXACT
es-S0211-69952013000200019-2	T5	ENFERMEDAD	583	600	orquiepididimitis	197983000	EXACT
es-S0211-69952013000200019-2	T7	ENFERMEDAD	516	545	edematización inguinoescrotal	88995000	EXACT
es-S1134-80462013000400006-2	T1	ENFERMEDAD	38	117	SDRC de extremidad inferior derecha secundario también a un esguince de tobillo	734987002	NARROW
es-S0211-69952013000200018-1	T3	ENFERMEDAD	93	102	exbebedor	82581004	EXACT
es-S0211-69952013000200018-1	T6	ENFERMEDAD	180	203	arteriopatía periférica	399957001	EXACT
es-S0211-69952013000200018-1	T7	ENFERMEDAD	206	234	insuficiencia venosa crónica	20696009	EXACT
es-S0211-69952013000200018-1	T9	ENFERMEDAD	512	571	úlceras mixtas con exudado en ambas extremidades inferiores	238792006	NARROW
es-S0211-69952013000200018-1	T10	ENFERMEDAD	2123	2158	neurotoxidad provocada por cefepime	19466003	NARROW
es-S0211-69952013000200018-1	T11	ENFERMEDAD	2725	2760	neurotoxicidad vinculada a cefepime	19466003	NARROW
es-S0211-69952013000200018-1	T12	ENFERMEDAD	1886	1912	status eléctrico bilateral	274521009	NARROW
es-S0212-71992005000400007-1	T3	ENFERMEDAD	3904	3924	sarcoma histiocítico	109988003	EXACT
es-S0212-71992005000400007-1	T5	ENFERMEDAD	549	577	múltiples hematomas cutáneos	279420009	EXACT
es-S0212-71992005000400007-1	T8	ENFERMEDAD	2391	2402	mieloptisis	47739002	EXACT
es-S0212-71992005000400007-1	T12	ENFERMEDAD	2217	2244	adenopatías intrabdominales	128235003	EXACT
es-S0212-71992005000400007-1	T14	ENFERMEDAD	405	433	múltiples hematomas cutáneos	279420009	EXACT
es-S0212-71992005000400007-1	T20	ENFERMEDAD	2404	2432	reacción leucoeritroblástica	71692003	EXACT
es-S0212-71992008000700009-1	T1	ENFERMEDAD	375	403	conjuntiva que se prolapsaba	59698003	NARROW
es-S0212-71992008000700009-1	T3	ENFERMEDAD	2373	2388	tumor orbitario	127003006	EXACT
es-S0212-71992008000700009-1	T5	ENFERMEDAD	2494	2537	metástasis de carcinoma de células pequeñas	74364000	NARROW
es-S1699-695X2015000300013-1	T1	ENFERMEDAD	1469	1488	parálisis periódica	267607008	EXACT
es-S1699-695X2015000300013-1	T3	ENFERMEDAD	1607	1652	hipertiroidismo primario de origen autoinmune	237499004	EXACT
es-S1699-695X2015000300013-1	T4	ENFERMEDAD	2040	2055	hipertiroidismo	34486009	EXACT
es-S1699-695X2015000300013-1	T5	ENFERMEDAD	2180	2200	enfermedad de Graves	353295004	EXACT
es-S1699-695X2015000300013-1	T6	ENFERMEDAD	2649	2658	parálisis	44695005	EXACT
es-S1137-66272016000300010-1	T2	ENFERMEDAD	1693	1741	proceso obstructivo de tracto digestivo superior	119291004	NARROW
es-S1137-66272016000300010-1	T3	ENFERMEDAD	1337	1361	trastornos de conducción	195066008	EXACT
es-S1137-66272016000300010-1	T4	ENFERMEDAD	1754	1769	trastorno motor	302226006	NARROW
es-S1137-66272016000300010-1	T5	ENFERMEDAD	1771	1784	gastroparesia	235675006	EXACT
es-S1137-66272016000300010-1	T7	ENFERMEDAD	2110	2121	íleo biliar	37976006	EXACT
es-S1137-66272016000300010-1	T9	ENFERMEDAD	2157	2177	Síndrome de Bouveret	721652009	NARROW
es-S1130-01082010000400015-1	T1	ENFERMEDAD	943	968	ciego contenía una úlcera	16101002	EXACT
es-S1130-01082010000400015-1	T2	ENFERMEDAD	43	64	angiosarcoma de ciego	682271000119102	NARROW
es-S1130-01082010000400015-1	T3	ENFERMEDAD	1408	1441	angiosarcoma epitelioide de colon	682271000119102	NARROW
es-S0365-66912006001100006-4	T1	ENFERMEDAD	57	124	traumatismo penetrante ocular por un fragmento de una pinza de ropa	315296002	NARROW
es-S1135-76062010000300006-1	T1	ENFERMEDAD	61	108	crisis epilépticas parciales con generalización	246544003	EXACT
es-S1135-76062010000300006-1	T3	ENFERMEDAD	1301	1311	TDN simple	87211000119104	NARROW
es-S1137-66272012000300024-1	T9	ENFERMEDAD	2024	2027	HIT	73397007	EXACT
es-S1137-66272012000300024-1	T17	ENFERMEDAD	1890	1899	hipoxemia	123823007	EXACT
es-S0211-69952014000400019-1	T1	ENFERMEDAD	24	49	lesión medular traumática	90584004	EXACT
es-S0211-69952014000400019-1	T4	ENFERMEDAD	138	154	vejiga neurógena	398064005	EXACT
es-S0211-69952014000400019-1	T6	ENFERMEDAD	982	994	infantilismo	59892004	EXACT
es-S0210-48062005000400012-1	T1	ENFERMEDAD	72	118	cardiopatía isquémica con infarto de miocardio	428196007	EXACT
es-S0210-48062005000400012-1	T11	ENFERMEDAD	284	302	estenosis de canal	76107001	EXACT
es-S0210-48062005000400012-1	T12	ENFERMEDAD	2038	2062	carcinoma seroso ovárico	363443007	NARROW
es-S0210-48062005000400012-1	T13	ENFERMEDAD	3280	3325	recidiva mesentérica en hemiabdomen izquierdo	94624001	NARROW
es-S0210-48062005000400012-1	T14	ENFERMEDAD	1284	1311	cistitis glandular quística	72815004	NARROW
es-S0210-48062005000400012-1	T15	ENFERMEDAD	2183	2222	carcinoma de próstata bien diferenciado	254900004	NARROW
es-S0210-48062005000400012-1	T16	ENFERMEDAD	508	536	hematuria total con coágulos	197942003	EXACT
es-S0210-48062005000400012-1	T17	ENFERMEDAD	3484	3518	progresión intra y retroperitoneal	188445006	EXACT
es-S0210-48062005000400012-1	T19	ENFERMEDAD	638	661	cicatriz de toracotomía	422411000	NARROW
es-S0210-48062005000400012-1	T23	ENFERMEDAD	40	70	patología cardiovascular grave	49601007	NARROW
es-S0378-48352006000300005-1	T1	ENFERMEDAD	2334	2379	linfoma pulmonar primario (LPP) de bajo grado	718200007	NARROW
es-S0378-48352006000300005-1	T2	ENFERMEDAD	2361	2364	LPP	718200007	EXACT
es-S0378-48352006000300005-1	T4	ENFERMEDAD	94	109	asma extrínseco	424643009	EXACT
es-S0378-48352006000300005-1	T8	ENFERMEDAD	785	807	neumonía de la língula	426696003	EXACT
es-S0378-48352006000300005-1	T11	ENFERMEDAD	3005	3027	toxicidad hematológica	762299008	EXACT
es-S0378-48352006000300005-1	T13	ENFERMEDAD	1412	1430	linfoma no Hodgkin	118601006	EXACT
es-S0378-48352006000300005-1	T14	ENFERMEDAD	1432	1435	LNH	118601006	EXACT
es-S0378-48352006000300005-1	T15	ENFERMEDAD	1511	1552	Linfoma linfocítico B de células pequeñas	302841002	EXACT
es-S0378-48352006000300005-1	T16	ENFERMEDAD	1554	1559	LLBCP	64575004	EXACT
es-S1130-01082009000500007-1	T6	ENFERMEDAD	570	663	dilatación gigante del recto y el colon izquierdo, ocupados en toda la luz por restos fecales	33995003	NARROW
es-S0376-78922016000200011-1	T2	ENFERMEDAD	1405	1421	mastitis crónica	21648003	EXACT
es-S0376-78922016000200011-1	T3	ENFERMEDAD	989	1000	galactorrea	78622004	EXACT
es-S0376-78922016000200011-1	T4	ENFERMEDAD	1112	1144	líquido periprotésico en la mama	116339002	NARROW
es-S0365-66912007001200009-1	T5	ENFERMEDAD	161	196	retinopatía diabética proliferativa	59276001	EXACT
es-S0365-66912007001200009-1	T14	ENFERMEDAD	763	800	AMIR en la zona temporal de la macula	247136003	NARROW
es-S0365-66912007001200009-1	T16	ENFERMEDAD	980	984	AMIR	247136003	EXACT
S0004-06142007000200017-1	T2	ENFERMEDAD	1324	1362	microlitiasis testiculares bilaterales	64910008	NARROW
S0004-06142007000200017-1	T7	ENFERMEDAD	1910	1954	neoplasia intratubular de células germinales	145831000119103	NARROW
S0004-06142007000200017-1	T8	ENFERMEDAD	1978	2059	infiltración tumoral en albugínea, rete testis, epidídimo o infiltración vascular	94402006	NARROW
S0004-06142007000200017-1	T10	ENFERMEDAD	2206	2250	neoplasia intratubular de células germinales	145831000119103	NARROW
S0004-06142007000200017-1	T11	ENFERMEDAD	2269	2292	atrofia en el testículo	17585008	EXACT
S0004-06142007000200017-1	T15	ENFERMEDAD	512	539	teste izquierdo hipotrófico	17585008	NARROW
S0004-06142007000200017-1	T16	ENFERMEDAD	1956	1960	NICG	128902002	EXACT
S0004-06142007000200017-1	T17	ENFERMEDAD	2252	2256	NICG	128902002	EXACT
es-S0210-48062007001000004-1	T5	ENFERMEDAD	1244	1278	carcinoma embrionario de testículo	721602000	EXACT
es-S0210-48062007001000004-1	T8	ENFERMEDAD	2137	2191	Calcificación en vertiente anteroinferior de testículo	64910008	NARROW
es-S0210-48062007001000004-1	T10	ENFERMEDAD	1172	1205	epidídimo con implantes en cordón	94283001	EXACT
es-S0210-48062007001000004-1	T11	ENFERMEDAD	2394	2421	tumor de células germinales	402878003	EXACT
es-S0210-48062007001000004-1	T12	ENFERMEDAD	3449	3473	recidiva retroperitoneal	94628003	NARROW
es-S1130-63432015000100008-1	T2	ENFERMEDAD	37	54	neoplasia de mama	126926005	EXACT
es-S1130-63432015000100008-1	T5	ENFERMEDAD	1190	1195	SIADH	55004003	EXACT
es-S1130-63432015000100008-1	T7	ENFERMEDAD	176	205	hiponatremia crónica moderada	50327002	NARROW
es-S0004-06142009000400011-1	T2	ENFERMEDAD	37	50	EPOC moderado	313297008	EXACT
es-S0365-66912012000300005-1	T2	ENFERMEDAD	1908	1942	afectación macular del segundo ojo	312999006	EXACT
es-S0365-66912012000300005-1	T7	ENFERMEDAD	1573	1661	carcinoma de cérvix uterino evolucionado con afectación del tercio inferior de la vagina	423973006	NARROW
es-S0365-66912012000300005-1	T8	ENFERMEDAD	514	549	atrofia coriorretiniana peripapilar	95686007	NARROW
es-S0365-66912012000300005-1	T10	ENFERMEDAD	926	948	coroiditis serpiginosa	312491004	EXACT
es-S0365-66912004000800009-1	T1	ENFERMEDAD	42	61	esclerosis tuberosa	7199000	EXACT
es-S0365-66912004000800009-1	T2	ENFERMEDAD	106	141	lesiones faciales (adenoma sebáceo)	307598005	EXACT
es-S0365-66912004000800009-1	T3	ENFERMEDAD	158	190	mastopatía fibroquística de mama	27431007	EXACT
es-S0365-66912004000800009-1	T4	ENFERMEDAD	193	206	bocio coloide	61037007	EXACT
es-S0365-66912004000800009-1	T5	ENFERMEDAD	987	1019	quistes epidérmicos de inclusión	419893006	EXACT
es-S0365-66912004000800009-1	T6	ENFERMEDAD	671	688	Tumores de Koeman	403823001	EXACT
es-S0365-66912004000800009-1	T7	ENFERMEDAD	603	669	periungueal tanto en dedos de pies como de manos presenta fibromas	264561009	NARROW
es-S0365-66912004000800009-1	T8	ENFERMEDAD	1366	1378	angiofibroma	302857002	EXACT
es-S0365-66912004000800009-1	T9	ENFERMEDAD	298	318	lesiones palpebrales	60113004	NARROW
es-S0365-66912004000800009-1	T10	ENFERMEDAD	407	424	lesiones faciales	121000119106	EXACT
es-S0365-66912004000800009-1	T11	ENFERMEDAD	697	727	mancha hipopigmentada en tórax	23006000	NARROW
es-S0365-66912004000800009-1	T12	ENFERMEDAD	732	780	párpado inferior izquierdo presenta dos lesiones	402700001	NARROW
es-S1137-66272010000400007-1	T5	ENFERMEDAD	3049	3074	exposición a nefrotóxicos	425400000	NARROW
es-S1887-85712012000400006-1	T1	ENFERMEDAD	1643	1692	asa de intestino delgado estrangulada y necrosada	49286008	EXACT
es-S1887-85712012000400006-1	T2	ENFERMEDAD	890	922	suboclusión de intestino delgado	281255004	EXACT
es-S1887-85712012000400006-1	T4	ENFERMEDAD	1442	1472	oclusión intestinal por bridas	67766009	EXACT
es-S1887-85712012000400006-1	T5	ENFERMEDAD	1051	1069	torsión intestinal	675003	EXACT
es-S1887-85712012000400006-1	T6	ENFERMEDAD	459	503	cicatriz de laparotomía media infraumbilical	422411000	NARROW
es-S1887-85712012000400006-1	T8	ENFERMEDAD	2796	2834	obstrucción y estrangulación del ileon	30074005	NARROW
es-S1887-85712012000400006-1	T9	ENFERMEDAD	2843	2915	hernia interna a través de la hoja derecha del ligamento ancho del útero	30477007	NARROW
es-S1887-85712012000400006-1	T10	ENFERMEDAD	2979	2994	ileon necrosado	95536006	EXACT
es-S1887-85712012000400006-1	T12	ENFERMEDAD	2186	2196	herniación	14778003	EXACT
es-S0210-56912008000400007-3	T1	ENFERMEDAD	761	779	pericarditis aguda	15555002	EXACT
es-S0212-16112013000400053-1	T1	ENFERMEDAD	34	71	neoplasia gástrica antral estenosante	363349007	NARROW
es-S1137-66272012000100017-1	T1	ENFERMEDAD	171	199	enfermedad de Graves-Basedow	353295004	EXACT
es-S1137-66272012000100017-1	T2	ENFERMEDAD	406	411	bocio	3716002	EXACT
es-S1139-76322014000100006-1	T1	ENFERMEDAD	121	150	lesión en el dorso de la mano	118933004	NARROW
es-S1139-76322014000100006-1	T2	ENFERMEDAD	466	477	mastocitoma	404171008	EXACT
es-S1699-65852007000300003-1	T2	ENFERMEDAD	353	375	canino superior caduco	21644001	NARROW
es-S1699-65852007000300003-1	T4	ENFERMEDAD	816	847	diastemas en el sector anterior	734013007	EXACT
es-S1699-65852007000300003-1	T5	ENFERMEDAD	690	763	ausencia del segundo premolar superior derecho y el primer molar inferior	109673006	NARROW
es-S1699-65852007000300003-1	T6	ENFERMEDAD	1420	1429	diastemas	734009000	EXACT
es-S0210-48062009000300013-1	T7	ENFERMEDAD	988	1008	hematoma subcapsular	35566002	NARROW
es-S0213-12852003000500002-1	T1	ENFERMEDAD	250	269	artrosis mandibular	41888000	NARROW
es-S0213-12852003000500002-1	T4	ENFERMEDAD	1626	1686	artrosis leve en la articulación temporomandibular izquierda	15686121000119109	NARROW
es-S0213-12852003000500002-1	T6	ENFERMEDAD	2430	2467	lesión severa en dos vasos coronarios	194843003	NARROW
es-S0213-12852003000500002-1	T7	ENFERMEDAD	2557	2572	angor inestable	4557003	EXACT
es-S0213-12852003000500002-1	T8	ENFERMEDAD	2590	2627	lesión severa de dos vasos coronarios	194843003	NARROW
es-S0213-12852003000500002-1	T11	ENFERMEDAD	486	489	DTM	41888000	EXACT
es-S0004-06142007000900010-1	T2	ENFERMEDAD	196	230	herida de bala en el muslo derecho	262574004	NARROW
es-S0004-06142007000900010-1	T4	ENFERMEDAD	454	503	bala situada a la altura de la sínfisis del pubis	125670008	NARROW
es-S0004-06142007000900010-1	T5	ENFERMEDAD	498	549	pubis, así como una fractura de la rama descendente	301033000	NARROW
es-S0004-06142007000900010-1	T6	ENFERMEDAD	1125	1143	perforación rectal	10825001	EXACT
es-S0004-06142007000900010-1	T9	ENFERMEDAD	2090	2105	orificio rectal	10825001	EXACT
es-S1130-14732006000400005-1	T2	ENFERMEDAD	1379	1455	lesión cortico-subcortical frontal derecha sugestiva de glioma de alto grado	276826005	NARROW
es-S1130-14732006000400005-1	T7	ENFERMEDAD	400	421	glioblastoma cerebral	276828006	EXACT
es-S1130-14732006000400005-1	T8	ENFERMEDAD	499	565	proceso expansivo intraaxial córtico-subcortical frontal izquierdo	126953009	NARROW
es-S1130-14732006000400005-1	T10	ENFERMEDAD	669	743	glioma de alto grado, localizado en región hemisférico premotora izquierda	276826005	NARROW
es-S0376-78922009000400011-1	T1	ENFERMEDAD	598	626	infección de tejidos blandos	95880003	EXACT
es-S0376-78922009000400011-1	T2	ENFERMEDAD	396	477	lesión muy dolorosa, profunda, a nivel de la región posterior del maléolo interno	308902007	NARROW
es-S0376-78922009000400011-1	T3	ENFERMEDAD	53	114	picadura de raya a nivel de la superficie interna del tobillo	242598001	NARROW
es-S0376-78922009000400011-1	T6	ENFERMEDAD	482	518	pie derecho, con necrosis de la piel	95347000	NARROW
es-S0004-06142008000400013-1	T2	ENFERMEDAD	1078	1104	carcinoma ovárico primario	254849005	EXACT
es-S0004-06142008000400013-1	T4	ENFERMEDAD	1339	1391	metástasis de carcinoma de células renales en ovario	94455000	NARROW
es-S0004-06142008000400013-1	T6	ENFERMEDAD	414	440	carcinoma ovárico primario	254849005	EXACT
es-S0004-06142008000400013-1	T7	ENFERMEDAD	861	914	anejo izquierdo presentaba una lesión sólido-quística	97171000119100	NARROW
es-S1130-01082009000400015-1	T3	ENFERMEDAD	496	609	formación quística de paredes finas y morfología tubular ocupando desde hipocondrio izquierdo hasta vacío derecho	446064000	NARROW
es-S1130-01082009000400015-1	T5	ENFERMEDAD	390	416	vesícula biliar distendida	300344005	EXACT
es-S1130-01082007001200014-1	T1	ENFERMEDAD	921	1043	arterias de pequeño calibre, arteriolas y capilares alveolares de los pulmones se identificaron numerosos émbolos biliares	266259002	NARROW
es-S1130-01082007001200014-1	T4	ENFERMEDAD	1832	1848	embolismo biliar	55584005	NARROW
es-S1130-01082007001200014-1	T8	ENFERMEDAD	481	548	cálculo biliar (4,5 x 2,5 cm) impactado en el cuello de la vesícula	59771005	NARROW
es-S1130-01082007001200014-1	T9	ENFERMEDAD	1103	1211	émbolos biliares en el hígado (sinusoides y venas portales), en la mucosa de la vesícula biliar y en el bazo	55584005	NARROW
es-S1130-01082007001200014-1	T15	ENFERMEDAD	1435	1464	necrosis focal de hepatocitos	55294001	EXACT
es-S1130-01082007001200014-1	T16	ENFERMEDAD	1466	1506	leucocitosis en los sinusoides hepáticos	111583006	NARROW
es-S1130-01082007001200014-1	T17	ENFERMEDAD	1466	1552	leucocitosis en los sinusoides hepáticos y en los pequeños vasos sanguíneos del pulmón	111583006	NARROW
es-S1130-01082007001200014-1	T19	ENFERMEDAD	1656	1679	colecistitis gangrenosa	72533002	EXACT
es-S0365-66912005001100009-1	T1	ENFERMEDAD	43	47	GCCA	33647009	EXACT
es-S0365-66912005001100009-1	T3	ENFERMEDAD	218	234	catarata nuclear	53889007	EXACT
es-S0365-66912005001100009-1	T4	ENFERMEDAD	556	571	bloqueo pupilar	384675002	EXACT
es-S0365-66912005001100009-1	T5	ENFERMEDAD	667	683	glaucoma maligno	10100008	EXACT
es-S0210-48062009000600012-1	T1	ENFERMEDAD	3253	3281	Linfoma No Hodgkin folicular	308121000	EXACT
es-S0210-48062009000600012-1	T2	ENFERMEDAD	2605	2654	Linfoma difuso de células pequeñas- medias tipo b	64575004	EXACT
es-S0210-48062009000600012-1	T6	ENFERMEDAD	1683	1721	alteraciones de la coagulación por RTU	234466008	NARROW
es-S0210-48062009000600012-1	T7	ENFERMEDAD	280	345	hemorragia digestiva secundaria a un ulcus duodenal por H. Pylori	27281001	NARROW
es-S0210-48062009000600012-1	T10	ENFERMEDAD	2922	2962	adenopatía paratraqueal inferior derecha	23794001	NARROW
es-S0210-48062009000600012-1	T12	ENFERMEDAD	3026	3077	adenopatías mediastínicas (paratraqueales derechas)	23794001	NARROW
es-S0210-48062009000600012-1	T13	ENFERMEDAD	1434	1463	Hiperplasia Linfoide reactiva	128863005	NARROW
es-S0210-48062009000600012-1	T14	ENFERMEDAD	518	533	fiebre tifoidea	4834000	EXACT
es-S0210-48062009000600012-1	T15	ENFERMEDAD	535	554	síndrome prostático	11441004	EXACT
es-S0210-48062009000600012-1	T18	ENFERMEDAD	656	694	síndrome de apnea obstructiva de sueño	78275009	EXACT
es-S0210-48062009000600012-1	T19	ENFERMEDAD	2172	2204	tumor neuroectodérmico primitivo	699028006	EXACT
es-S0210-48062009000600012-1	T22	ENFERMEDAD	2371	2390	linfomas no Hodgkin	118601006	EXACT
es-S0210-48062009000600012-1	T24	ENFERMEDAD	2488	2498	linfomas B	109979007	EXACT
es-S0210-48062009000600012-1	T25	ENFERMEDAD	2542	2562	linfomas foliculares	109979007	NARROW
es-S0210-48062009000600012-1	T26	ENFERMEDAD	2131	2165	ca. de células pequeñas anaplásico	74364000	NARROW
es-S1135-76062013000100008-1	T5	ENFERMEDAD	875	911	dilatación del estómago y el duodeno	735499005	NARROW
es-S0365-66912008000700010-1	T2	ENFERMEDAD	48	68	MNO primario del ojo	388871003	EXACT
es-S0365-66912008000700010-1	T5	ENFERMEDAD	1439	1457	diplopía binocular	246655008	EXACT
es-S0365-66912008000700010-1	T6	ENFERMEDAD	625	639	MNO intraconal	254978007	NARROW
